"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MEX3B",211.755996952626,-2.9743496292998,0.422830023463009,-7.03438607537766,2.0014024902188e-12,1.63551228848585e-11
"EN2",55.7420254346224,-9.41249404223445,1.33806761383499,-7.03439343790531,2.00129682102051e-12,1.63551228848585e-11
"OSR1",55.443221439989,9.09116959820886,1.29274499838005,7.03245389431098,2.02932375040497e-12,1.6577453572474e-11
"REPS1",1643.99219916741,0.746395575052636,0.106158199881793,7.03097429952416,2.05096282889599e-12,1.67483269996545e-11
"ARID5B",1086.93301036394,-1.34748279679868,0.191676127919542,-7.02999800457312,2.06536491961999e-12,1.68600031848542e-11
"RP11-561C5.4",600.505953977012,-1.29097079945114,0.183651601841489,-7.02945570039401,2.07340767977735e-12,1.6919706551432e-11
"ATP5B",39697.8901931037,-1.07260331974845,0.152589514741763,-7.0293382973508,2.07515289215901e-12,1.69279958949829e-11
"FAM117B",430.387816551912,-1.43992530047076,0.204859882203547,-7.02883007147323,2.08272437369022e-12,1.69837903248779e-11
"AC005789.11",82.8865863911113,3.84213774073742,0.546965888437614,7.02445586088071,2.14902097998631e-12,1.75182574301097e-11
"RP11-121G22.3",41.4500389901144,-8.98338864511001,1.27898912623169,-7.02381940617268,2.15883815898827e-12,1.75921053349016e-11
"UQCRH",7127.56386401141,-1.03624104221884,0.147609379045553,-7.02015718052073,2.216187882786e-12,1.80531022757801e-11
"TRPV4",45.8819491085363,8.81777893950726,1.25618512725934,7.01949000044705,2.22679551480632e-12,1.81331474763596e-11
"FLT4",53.3362989686956,-9.34900841983531,1.33216490447562,-7.01790625802096,2.25217557319543e-12,1.83333885312942e-11
"SHBG",47.9120106245454,-6.29935122426523,0.89777507003385,-7.01662524893648,2.27291158415959e-12,1.84938487707033e-11
"YIPF3",2140.54113296026,1.10034536758201,0.156820525687022,7.01659022479018,2.27348115058672e-12,1.84938487707033e-11
"RP11-32B5.7",59.1529206955341,-5.25212509080719,0.748572128165106,-7.01619108325761,2.27998192929971e-12,1.85402314699326e-11
"STPG1",506.179129119055,1.67026059187456,0.238127168620285,7.01415383029199,2.31344753167702e-12,1.88057759422628e-11
"MCCC2",5036.86968705526,-1.16889541087051,0.166680982460236,-7.01277010500803,2.336452002143e-12,1.89861267737167e-11
"SERTAD2",893.937077718984,1.56319391784008,0.222991602407084,7.01010217858511,2.38144141585436e-12,1.93449395796808e-11
"RP11-1109M24.5",41.0351382360615,-8.96890011478018,1.27969471977634,-7.008624772905,2.40671939440993e-12,1.95434372657332e-11
"RP11-527N22.2",45.3640882856871,8.80154907011805,1.2560362717161,7.00740039783454,2.42786734786367e-12,1.97082705173907e-11
"IKZF2",598.092056621757,3.10513719715281,0.44314758581513,7.00700465611516,2.43474166935039e-12,1.975716246933e-11
"ZNF662",50.7682578933417,8.96319900016468,1.27925290999982,7.00658871291208,2.44198748145939e-12,1.98090337188779e-11
"ADCK4",888.607650017562,-0.94901394038238,0.135460030235583,-7.00585950506521,2.45474149769295e-12,1.99055348282523e-11
"SLC16A1",7165.89204062401,0.893624191596497,0.127570892628862,7.00492230775786,2.47122927276333e-12,2.00322350549394e-11
"ABTB2",420.174191228859,-1.28922861012652,0.184047864591482,-7.00485503044614,2.4724170277011e-12,2.00348653557567e-11
"AL356585.1",46.1365776369027,-9.13743130189338,1.30468509191522,-7.00355308611679,2.49551291811672e-12,2.02149611880115e-11
"LMF1",231.431413548117,-2.86541688713672,0.409147266683879,-7.00338758305975,2.49846398228871e-12,2.02318046409478e-11
"TASP1",379.063853032922,1.24585336584048,0.177899369968828,7.00313534589122,2.50296817569829e-12,2.02612087274524e-11
"BAX",1871.82926995056,1.43990731108491,0.205618719793815,7.00280262676853,2.50892171600890e-12,2.03023204969089e-11
"KLC1",3054.74851616891,1.14976660433677,0.164199513799956,7.00225340336591,2.51877969396685e-12,2.03749875000288e-11
"CAPN12",89.9982519792929,4.30363643144863,0.614663542384436,7.00161329685136,2.53031687064694e-12,2.04611825553917e-11
"CDH24",297.644875412116,1.68566385390909,0.240820116878947,6.99968040774776,2.56547039537473e-12,2.07382225481911e-11
"MNAT1",986.188483158896,0.954804129789714,0.136409791534073,6.99952781286392,2.56826595489304e-12,2.07535920199017e-11
"RP4-647C14.2",46.0906084046414,8.82448036546307,1.26074183184659,6.99943489028044,2.56996977289597e-12,2.07601317401217e-11
"LRRC26",81.3632874300529,-7.05592093071362,1.00812411279806,-6.99905977958388,2.57685903726288e-12,2.08085402006948e-11
"PIGP",609.592942028691,-1.40796344130853,0.201191416992703,-6.99812875894003,2.59403647554897e-12,2.0939964704188e-11
"ECI1",1598.23185776283,-1.30763967380503,0.186894076220152,-6.99668871401091,2.62082687807914e-12,2.11488700231087e-11
"PMAIP1",475.509029738674,2.31921891461693,0.331501525893944,6.9961032859888,2.63179551395396e-12,2.12300001000499e-11
"CPA6",66.3458033266447,5.93168476838863,0.847997560000954,6.99493141039457,2.65388731528296e-12,2.14007702616703e-11
"TP53AIP1",83.6178035004609,7.26957184984273,1.03965036790853,6.99232364479125,2.70370271191201e-12,2.17949053622973e-11
"MMP17",66.0208119526266,3.9320475256117,0.562353749303491,6.99212467327154,2.70754104014435e-12,2.18182682151632e-11
"HLA-DOB",52.9289242373577,9.02390231353587,1.29059065406603,6.99207164185321,2.70856496250494e-12,2.18189433008728e-11
"BCRP3",40.3088637456493,-8.9436758834183,1.27923707509397,-6.99141391189069,2.72129591552997e-12,2.19138916056973e-11
"FKBP15",2700.1612252506,1.00179475524406,0.143302692083591,6.99076019213723,2.73400738889803e-12,2.2008617232586e-11
"RP11-91J19.4",148.276428934412,-2.01701610113574,0.288538119373602,-6.99046665138927,2.73973416715706e-12,2.20470702327951e-11
"LRRC23",283.0183719401,-1.51270463051673,0.216405986105833,-6.9901237841773,2.74643816698814e-12,2.20857620627557e-11
"RP11-1319K7.1",227.433242833299,-1.98824514538782,0.284436344000114,-6.99012340485932,2.74644559260224e-12,2.20857620627557e-11
"GPX7",48.2867021363797,8.89141685899443,1.27251296945894,6.98728977416627,2.80247040616656e-12,2.25284839578502e-11
"ATXN7L2",331.022610915226,-1.6158054797424,0.231264723608846,-6.98682209084045,2.81182428429872e-12,2.25958511045723e-11
"RAB11FIP5",1509.41530908276,1.39800294789878,0.200104373262133,6.98636878898906,2.82091974272881e-12,2.26610956695224e-11
"MBD1",2718.07931007735,1.98983149253695,0.284951920297605,6.98304293039598,2.8885409518552e-12,2.31962831870781e-11
"FLVCR2",66.920109870979,-3.3150110894593,0.474972177701632,-6.97937951966047,2.96486560403912e-12,2.38009688476444e-11
"TTC18",243.162675967026,-2.34316469812859,0.335748582714748,-6.97892655028522,2.97443921895492e-12,2.3869566180327e-11
"CTD-3049M7.1",39.2990394888781,-8.90689756494758,1.27627711336786,-6.97881163240789,2.97687285237835e-12,2.38808382848243e-11
"SLC25A28",604.550708025392,1.32576298148282,0.189996410656715,6.97783172271714,2.99770401544758e-12,2.40396388356971e-11
"TEX264",2124.50040844267,-1.24765471271583,0.178811975087337,-6.9774673206671,3.00548697067657e-12,2.40937276737346e-11
"PLXDC2",565.351428325118,-1.8718000190136,0.268307147542505,-6.97633304277543,3.02984010293168e-12,2.42805694436596e-11
"HOXA3",87.2762544143066,2.92817577778944,0.419825002071968,6.97475320273443,3.0640822546951e-12,2.45465036130355e-11
"HIRIP3",1515.37126121548,-1.63908063639759,0.235006848907715,-6.97460794872938,3.06724953707972e-12,2.45633979491188e-11
"RP11-206L10.11",672.172584062351,-1.31864131372631,0.189083147973283,-6.97387010878742,3.08338787163448e-12,2.46841206363895e-11
"MX1",279.919623460683,2.19579769907559,0.314921174467657,6.97253115096937,3.11288701936083e-12,2.49116834294228e-11
"TBC1D22B",440.99556502623,1.18546422985467,0.170059301148496,6.97088734252481,3.14948108127035e-12,2.51958486501628e-11
"MFNG",85.35821360636,7.89492467842564,1.13266937819251,6.97019344782166,3.16505470914835e-12,2.53117125051395e-11
"MAGEH1",44.518176646867,8.77462396126738,1.25914217014333,6.96873170427492,3.19810927255262e-12,2.55672476739239e-11
"GLIS2",367.243419036529,2.58358589848724,0.37085104195064,6.96664052741454,3.24598652625853e-12,2.59410658751405e-11
"RP11-66B24.7",76.7706713053203,9.5604461245554,1.372379088766,6.96633036951319,3.2531471454034e-12,2.59863559147105e-11
"STRN4",2250.56983119875,0.929541460451413,0.13343499076491,6.96624967051638,3.25501278197447e-12,2.59863559147105e-11
"STK4",1606.58310835249,1.2644513997444,0.181509969821655,6.96629171932985,3.25404054727257e-12,2.59863559147105e-11
"ITPRIPL1",52.4992061989973,9.01270575937379,1.29380048154088,6.96607080300352,3.25915166398544e-12,2.60060680389061e-11
"PAPL",62.4975766108711,9.26357830534799,1.32981868546039,6.96604612841706,3.25972302331859e-12,2.60060680389061e-11
"SERPINB1",1235.04571395123,10.9045633397347,1.5657541438489,6.96441608190756,3.2976863800256e-12,2.62998987998743e-11
"ZNF747",566.8872227946,-1.16350654804251,0.167177152585218,-6.95972224703027,3.40944258247371e-12,2.71818424782033e-11
"TMEM216",202.745577126102,2.21353183787551,0.318116264882068,6.95824791824497,3.44530536982783e-12,2.74583265875564e-11
"DPYSL5",50.2352765252367,-6.79129985050574,0.97625087420222,-6.95651090305604,3.48803274513164e-12,2.77893113453536e-11
"GPR161",341.598898107353,2.83045451763973,0.406881656677952,6.95645643194981,3.48938100177445e-12,2.7790512796562e-11
"HCAR1",99.8971794524131,6.53214570279033,0.939151079918607,6.95537261518823,3.51631387254858e-12,2.79954073255943e-11
"CDIPT-AS1",40.9523548480515,-8.96230349842087,1.28887885333535,-6.9535654768703,3.56167524457812e-12,2.83468309589057e-11
"PSMD2",17351.8682542744,0.891773436739724,0.128249972537367,6.95340060583555,3.56584215516765e-12,2.83702655938055e-11
"TBC1D16",3280.36561283365,-1.06778774952658,0.153573755287536,-6.95293116670459,3.5777328439882e-12,2.84551144082516e-11
"NXF2B",47.266102480943,-6.69972486288173,0.964006665840687,-6.94987400013367,3.65612609057038e-12,2.90686448475359e-11
"CBFB",1821.46231062647,0.892058088565753,0.128360481783256,6.94963181948821,3.66240769708819e-12,2.91086156965831e-11
"LHFPL2",718.491827680965,2.61249829423202,0.376181130431472,6.94478824930835,3.79028412896531e-12,3.01146573314026e-11
"RP11-380J14.1",65.8941645761394,9.33960992334115,1.34485550868296,6.94469395636976,3.79281652603755e-12,3.0124464728364e-11
"TSPAN8",51.3756254190004,-9.29362282032614,1.33830455749977,-6.94432576519695,3.80272082045285e-12,3.0192796716069e-11
"RPS6KA1",4092.6668116618,1.12645237923198,0.162222463690837,6.94387419351963,3.81490266556515e-12,3.02791590500807e-11
"SDCBP",4230.98857746565,0.966006926721325,0.139188945782243,6.94025607631667,3.91389823700804e-12,3.10542736015325e-11
"RP11-725D20.1",51.0670033682741,-9.28601168435164,1.33811931170154,-6.93959918457769,3.93213969286882e-12,3.11883451784345e-11
"CCDC40",144.942987994083,-2.259023193939,0.32557801167713,-6.93850049117945,3.96283615667596e-12,3.14210801244058e-11
"SPRR1A",54.7165505921289,9.07157467487406,1.30749203458202,6.9381490937909,3.97270336538613e-12,3.1488558642036e-11
"RP1-193H18.2",46.0082619939207,-4.30763863540586,0.620940839182998,-6.93727705375866,3.99729435160875e-12,3.16726552789812e-11
"SNAP91",93.4468787864528,-6.22671182886228,0.897972174683225,-6.9341923997354,4.0854831401984e-12,3.23603729412029e-11
"ZSCAN2",298.902926634765,-2.00821022425486,0.289716528474809,-6.93163843577353,4.15994083483419e-12,3.29388969276124e-11
"TSPYL4",1625.88566597008,-1.46220691534907,0.210959071972154,-6.93123505749057,4.17182185171213e-12,3.30217058439751e-11
"PCBP1-AS1",274.051938341896,-1.75070988632859,0.25263327562748,-6.92984675902352,4.21296731910603e-12,3.33360196187565e-11
"SLFN5",3595.18563091444,2.96788772769701,0.428322032252153,6.92910358146092,4.23515633741256e-12,3.35001732374474e-11
"LINC01021",42.3399543168366,-9.01555451970545,1.3013839068329,-6.92766713371004,4.27836950261758e-12,3.38304597672057e-11
"TNFAIP8L1",344.92213584531,2.29771722197484,0.331679174853346,6.9275293602343,4.28253683719773e-12,3.38518783779581e-11
"PAXIP1-AS1",222.544482079605,-2.12521950818416,0.306802591175113,-6.92699334788589,4.2987878837831e-12,3.39687671797202e-11
"TEX15",228.163495294813,-3.65805840272583,0.528202827267255,-6.92548054248669,4.34498054509554e-12,3.4322092746963e-11
"LRP1",2697.89182657483,3.25114097223067,0.469543326358244,6.92404894229115,4.38914159782035e-12,3.46591351487631e-11
"CFB",64.5682527521409,4.99405457245382,0.721784283017209,6.91904034205016,4.54713371800092e-12,3.58945167780154e-11
"TOR4A",327.808559927789,3.08434567602226,0.445786005919332,6.91889300037917,4.55186491771783e-12,3.59196467223378e-11
"PARP14",1032.06860954034,1.73279935244853,0.25047936264732,6.91793261582333,4.58282170201439e-12,3.61270808628906e-11
"BDP1",4094.46032433426,-1.78993880731653,0.258738187544035,-6.91795372112166,4.58213918665073e-12,3.61270808628906e-11
"HOXA13",185.074041164636,2.2543746354561,0.325871222391351,6.91799238641804,4.58088906437869e-12,3.61270808628906e-11
"TM6SF1",62.0229525558451,3.68125095298286,0.532255881479167,6.91631803626569,4.63533140916369e-12,3.65286150573416e-11
"GPC3",57.8279895899351,-4.99536956521353,0.72289779445991,-6.91020169586444,4.83965105447234e-12,3.81258050482668e-11
"HOMEZ",768.745846612285,1.37899902770984,0.199623421342749,6.90800216945548,4.91526467970065e-12,3.87083348104827e-11
"GPR158",1607.60592900574,-10.7423368463174,1.55512110650271,-6.90771721983487,4.92514479574183e-12,3.87729852169526e-11
"SIGIRR",486.069486351663,-1.07554506408602,0.155715694529535,-6.90710764470837,4.94634613078286e-12,3.89266873527327e-11
"NARF",1083.99562167821,-1.13948914516203,0.165008912742671,-6.9056218007996,4.99840005142108e-12,3.93230062350442e-11
"HCAR2",134.28484888041,4.73728171396357,0.68602252563838,6.90543172697614,5.00509757037482e-12,3.93623532406841e-11
"MIER3",1005.5610210069,-1.07368045891152,0.15555312418587,-6.90233940675202,5.11530365242308e-12,4.02154360316514e-11
"PABPC5",38.3422487104065,-8.87124579798273,1.28564959162053,-6.90020504482933,5.19275323546613e-12,4.08105035857426e-11
"IL31RA",64.1047198771143,9.30010327721721,1.34796762970889,6.899352085499,5.22402500131703e-12,4.10423738085869e-11
"ADAMTS17",49.944072169441,-3.41563757705443,0.495203356836454,-6.89744431232215,5.2946387353666e-12,4.15830713266964e-11
"PCDP1",42.5582504847996,-9.01497520916067,1.30704738604867,-6.89720610391473,5.3035211464014e-12,4.16387411250622e-11
"MARVELD1",2648.51483083383,1.62788144819891,0.236030461182662,6.89691254273789,5.31448766703894e-12,4.17107303945349e-11
"ZNF84.1",714.088337250034,-1.32631570983097,0.1923822271415,-6.89416964102118,5.41803380192378e-12,4.25090359956211e-11
"GSC",37.6175125280631,-8.84394093306012,1.28311893960201,-6.89253401232102,5.48071819497904e-12,4.29863156029313e-11
"SEPT10",1802.60223950393,2.04665078891376,0.296959240452625,6.8920259419921,5.50033395299212e-12,4.31255913449464e-11
"GTF3C6",3666.23462077982,-1.77444932801805,0.257504837732068,-6.89093588938455,5.54265156751325e-12,4.344270772673e-11
"VPS36",1170.31207479603,1.53841411791888,0.223258604664882,6.89072710199941,5.55079337052658e-12,4.34918340793994e-11
"COPB2",5139.9817229435,0.897226913126142,0.130229437120577,6.88958604877802,5.59549702179504e-12,4.3827301681343e-11
"TGFBR3",143.583588338656,-3.1193105273457,0.452878122513059,-6.88774831965028,5.66823758283246e-12,4.43820707902752e-11
"ZSCAN16",125.88986857754,-2.21897388637393,0.322189922958334,-6.88716104463915,5.69167777974135e-12,4.45505760243633e-11
"PFKP",6676.40152163212,2.14273536974328,0.311242006636241,6.88446714793085,5.80042375384265e-12,4.53864580172556e-11
"ECHDC1",1105.81745125202,7.74174312724918,1.12499063871478,6.88160670927318,5.9181217375671e-12,4.62917995569455e-11
"SERPINF2",43.2987045920747,8.73427486653542,1.26929363882899,6.88120904363264,5.93466864399752e-12,4.64055895855439e-11
"TLCD1",600.767731655784,-1.75661340815968,0.255297974674418,-6.88063981079324,5.95843341281227e-12,4.65757233561964e-11
"CPVL",115.53146025796,10.1502493924425,1.4759147341281,6.87726001897984,6.10146849893921e-12,4.76777376846402e-11
"KLHL21",3332.28293180142,0.83961658518363,0.122104509855349,6.87621273103083,6.14646947636412e-12,4.80132156201476e-11
"GPI",21724.1908874021,-1.06906044223678,0.155511853973534,-6.87446271728401,6.2223928735537e-12,4.85899373517612e-11
"SMG9",911.898283577766,1.56255460077526,0.227302029324462,6.87435393964209,6.22714235474947e-12,4.86106692798606e-11
"PCSK5",61.8126452987265,3.75130002264621,0.545742293924532,6.87375720080247,6.25326061620854e-12,4.87981413520403e-11
"ZNF750",68.3631600382573,4.65552971989675,0.67747985096195,6.87183495315232,6.33812623722439e-12,4.94437760381525e-11
"GIPC1",4701.67354824991,1.31993542747016,0.192118572588483,6.8704207494684,6.40128181968333e-12,4.99196735454337e-11
"RP11-44F21.5",43.5751418165194,8.74354384103352,1.27283406057276,6.86935093259447,6.44946710640864e-12,5.02785463908404e-11
"TLE6",132.025177882797,-2.94302907219312,0.428476991040975,-6.86858135612626,6.48434900396608e-12,5.05335029160660e-11
"HOXA-AS4",53.5225268885514,6.6372844241967,0.966351199601765,6.86839776980867,6.49269753052523e-12,5.05815791501946e-11
"ALDH1L1",80.2713294982577,3.14280003460967,0.457582479318005,6.86827004236219,6.4985121064893e-12,5.06098889152361e-11
"PPP6R2",1343.51660633999,0.946592595786179,0.137833049764728,6.86767504166779,6.52566583369708e-12,5.08043115291653e-11
"DLG2",77.0255755339094,-3.74683188175796,0.545578908821356,-6.8676259678961,6.52791034422936e-12,5.08047428802398e-11
"L1TD1",70.4429651153081,9.4365832830284,1.37476512307386,6.86414219028849,6.68919780230778e-12,5.2042541936292e-11
"SYT1",103.954941151819,7.62874545407121,1.11158002010697,6.86297460918477,6.74412175801578e-12,5.24522713673024e-11
"STAC",110.726185763719,3.64221111710962,0.530792796808942,6.86183222343281,6.79828815780235e-12,5.2855836370612e-11
"TESK2",286.65163817734,-2.33533844522277,0.340404884861074,-6.86047277545936,6.86330232587044e-12,5.33434428596119e-11
"TRIM52",695.190326566535,-2.3420647820177,0.34139744923728,-6.86022929359939,6.87501075337783e-12,5.34165549261442e-11
